"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLik","LogLik"
2000,47.6202179684127,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.009044529185244,4.32474745064684,0.01027645988839,87.013017578125,0.215501531085675,0.933262459997084,0.542985944694432,0.005531849889707,0.4,4,0.257856902652511,28.9842634147731,0.403818359375,0.520867018230198,0.033176567077245,572.348876084275,111.267025489514,1.34183439047977,81.9025775616017,45.897782531852,62.6659563479008,58.3810049888722,104.0110720352,4.01612527306208,0.079665975355431,0.390152048232569,"NA","NaN"
2000,38.7809573543999,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003361327416938,0.017371880529302,0.256355011573165,12.020517578125,0.511915130179113,0.446318767217013,0.269412445637859,0.090196809096434,0.4,4,0.385052654629669,10.2361054014897,0.281318359375,0.026723199113426,72962549.8401839,238.443003064124,702.556556929445,1.57038071909493,7.51684795770804,14.1251831672229,57.1104682358978,12.0236006123064,67.903068206191,18.2584958669301,0.129429595088764,0.037551012628801,-8774.53073975846,-8774.535349
2000,267.707755092566,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.002647768609643,0.006139710921306,0.021409543863832,62.015517578125,0.978102643264377,0.695573968022458,0.441593995729806,7.69380143171053,0.4,4,0.274123111143457,4.4120461472993,0.036318359375,3.58493989713576,0.000182513141844,0.022263769545048,0.320895037559633,201.526978617371,0.608919387848837,150.581728857223,26.2980087625043,16.8307291402011,5.94077315154067,71.0303575689289,0.999937097905466,3.51519828052907E-05,-8792.50735825162,-8792.499141
2000,9.43264197852151,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.002416917394533,0.006981993486967,0.375035325985993,69.827236328125,0.461838056401165,0.348511909609114,0.361931487364954,0.018230866458883,0.4,4,0.170102261936601,10.4708284940316,0.181787109375,10.9003014794346,0.430834334384618,11.7180399953341,7.71653078337131,167.803562959435,0.142424937591427,63.7622615746165,19.5520908186005,0.145433865433268,91.0135168659318,1.19370219838739,0.023132910884057,0.7761485465277,-8679.18050676356,-8679.107556
2000,85.0114213561675,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.03950667985184,0.038393688402166,0.000946131410303,19.832236328125,0.999929465044959,0.864990431802624,0.93097618479271,1.19429619721429E-06,0.4,4,0.001261624561527,6.38085808134114,0.426787109375,83747.0019844454,8.64396464847888E-05,383.126385809952,226.681374677411,0.053321365210765,0.464947055508629,0.02161365564687,0.011114453422504,6.60724218333905E-07,9.1718804838364E-07,0.289002193815649,0.997967010895189,6.97302431719102E-06,-8608.36728183153,-8608.360027
2000,12.1760217971924,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.001333708097866,0.268694530738639,10.0200223514838,94.824736328125,0.825408869681641,0.137075320559773,0.46782151256695,0.143480588129984,0.4,4,0.16958458698311,8.18208334473233,0.304287109375,57421.2016910749,0.940540660755427,0.335861452977311,73.646500578384,41.2742216005236,26.7344515186847,584.529316427118,38.7543960437034,48.9090606577544,105.198171076212,48.6557721261516,0.295675681830241,0.31784449451506,-8975.8245741543,-8975.573834
2000,78.3036129966694,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007807592921271,0.02624027268764,0.175465005376552,44.829736328125,0.233267757745499,0.570241722389268,0.116594560690048,0.632033367254786,0.4,4,0.285833707208005,4.49666290439552,0.059287109375,1.23549440867217,456.706059294761,79.4569901367988,92.3212896580027,14.2559000897621,13.7207797615871,15.2007166477569,93.256179616127,51.0386343062832,33.484806501712,62.5416631545333,0.256444932954994,0.261518497966123,-8825.77573464009,-8825.793715
2000,387.074206916866,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.000819057493722,0.026996384140859,0.021003789607386,82.325986328125,0.157688189995248,0.780104654263458,0.849319813375546,0.00058779296875,0.4,4,3672.21197921671,0.469236024428131,0.120537109375,34.08203125,19.82421875,71.031443841658,61.7335149273299,13.3565006327542,283.475816480103,49.7345073812608,104.351463988478,68.26171875,90.72265625,78.41796875,0.39794921875,0.01220703125,-18822.3598807652,-18770.301797
2000,109.794621622475,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00611128023519,0.046555037696716,0.010338158004871,32.330986328125,0.609772891989755,0.214432638348236,0.230682413492923,0.228846498267419,0.4,4,0.555032243367593,4.99247953977885,0.365537109375,912.993822643202,271593.759298616,0.111621878743661,0.686249053030987,6.6707445915046,277.271590356137,0.088754078388128,0.451880938740626,33.1749149856829,15.2220017146541,42.9480724314052,0.084718145703138,0.142157406668976,-8813.31943477314,-8813.307332
2000,103.206872603792,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.002287182751529,0.059391137533404,0.006174657847338,57.328486328125,0.940635334092415,0.972043699137867,0.11531813543739,9.32696255158176E-06,0.4,4,0.412415441710551,26.245062714375,0.488037109375,181.346640240179,372.602864543462,89.1620798413003,10.781324094203,569.159073425582,15.6074804012971,111.883871840521,2.1077274711756,0.734198620126224,1.9566733239449,1.82948190770023,0.000940925683694,0.05537999979796,-26604.0199315876,"NaN"
2000,43.8701757441404,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004493062812756,0.046922013893942,0.009583446570657,7.333486328125,0.492454882218888,0.999999949939014,0.999985608743449,9.28675798779939E-06,0.4,4,0.418464759917504,13.5146789591198,0.243037109375,0.000296051046629,284806.05778534,107896.708728323,0.011490009884465,21.9322919600437,1812.97295719485,18.3877879366205,5.22392474863315,7.17978542469022,143.698519513467,141.855567214922,0.43781281364726,0.173731050829912,-8734.02109352637,-8734.00614
2000,41.3380988391532,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00326426068987,0.018406793319093,0.005040780977088,63.577861328125,0.37092453456407,0.360666441583018,0.880205106707898,1.58392644423267E-07,0.4,4,0.238715446115107,7.01154462053881,0.457412109375,0.523594361337198,9.58005269067846E-05,37.0002481889097,516.247563902451,608.460028314035,0.029753996496497,216.108448040102,5.89322050423014,6.72605043667582E-05,91.2732229944002,938548.213706398,0.704645262396557,0.294369271494919,-8656.90854626752,-8656.889149
