"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLik"
2000,50.8265465081543,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.000222005020757,0.003120952347128,0.475692130016812,14.7555662182562,0.922731920009386,0.999027292739941,0.846714760218391,0.010935368475653,0.4,4,1,4.11843990704733,0.003323814419932,0.910055417244254,0.735478892463061,14.3054971150233,113.224972695825,0.467910052460141,97.6162515442516,3.16534467965305,113.063551415589,13.2839447599102,30.1393670514718,86.6183939853723,0.371819245645409,0.37181924564541,
2000,50.8265465081543,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.000222005020757,0.003120952347128,0.475692130016812,14.7555662182562,0.922731920009386,0.999027292739941,0.846714760218391,0.010935368475653,0.4,4,1,4.11843990704733,0.003323814419932,0.910055417244254,0.735478892463061,14.3054971150233,113.224972695825,0.467910052460141,97.6162515442516,3.16534467965305,113.063551415589,13.2839447599102,30.1393670514718,86.6183939853723,0.371819245645409,0.37181924564541,0
2000,234.204840050256,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005034345694914,0.005425493474191,0.681790787816975,59.3515465801462,0.582975896745044,0.522490559649751,0.226402788091258,0.003359479152245,0.4,4,0.284511400744958,13.2883653680804,0.011758369726453,12.5883059967842,3867568.55597699,2.30043207408991,18.4963649770766,13.7875639454175,96.9566238856457,54.4510360951273,37.6592184717555,12.4628453780453,452.391704567329,57.4091599280336,0.37181924564541,0.371819245645409,-1315.604171
2000,234.357242019933,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004594969463412,0.005731076210764,0.635751112350759,62.4311294154512,0.591634865844962,0.536492629534134,0.216775194408887,0.003968135528316,0.4,4,0.279826781330757,13.2878330957538,0.011514356876434,12.1910803525009,3515516.37202983,7.40617582135611,9.21391012797363,13.8754052482328,65.7195487976427,81.7438635410479,146.467456787032,15.0959583565574,156.589363841674,68.8403984953105,0.37181924564541,0.371819245645409,-1316.069084
2000,243.592148110261,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004594969463412,0.00601234674641,0.625640745986618,69.8023397666292,0.526408118454517,0.592472080781778,0.229744800070428,0.004708487773686,0.4,4,0.279826781330757,13.2826938198313,0.010713017246131,18.4195348202515,3734825.50691036,2.93434214392597,12.5647033684789,74.5812694656117,29.330411056425,129.600211807584,107.223042300018,13.4438319221825,174.70217343779,147.498468188976,0.37181924564541,0.371819245645409,-1316.373238
2000,234.357242019933,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004594969463412,0.005997412156579,0.536519190857319,63.4743380057348,0.567847489214078,0.535881130997021,0.210144019338164,0.005679520381649,0.4,4,0.270602136735293,13.2931950750085,0.011450108840775,10.8934648120236,3294984.49351503,7.25386524174381,9.67410702098135,13.7875639454175,66.1382515365508,81.1774889207873,150.494672630502,14.6919926772196,154.879317856958,67.8602608346877,0.37181924564541,0.371819245645409,-1318.036138
2000,234.357242019933,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004594969463412,0.00601234674641,0.530254882677055,61.6164540056509,0.569677515913538,0.503834115375691,0.235873777889395,0.004393715026571,0.4,4,0.279826781330757,13.2826938198313,0.01183766916884,23.3870232763988,3906966.02339454,9.04523037677413,8.7370641624613,22.7318499479481,96.2305881635404,63.2210919392794,90.5250768427888,15.7545127538861,280.389531924995,66.4827682861165,0.37181924564541,0.371819245645409,-1318.06857
2000,83.7247260902644,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006147592856406,0.045702380668266,0.003295482428937,28.5282690130118,0.427808556647027,0.459247912402885,0.760905434766308,6.0635456298612E-05,0.4,4,0.137539811721829,13.2150758502518,0.311461936070956,3.21268631431126,0.510455256767107,0.307431145000069,40.4533164809943,4.61646836738955,0.026641451141225,7.76426186069512,71.2125924863144,182.789300850497,0.06044814602677,72.0421498472325,0.37181924564541,0.371819245645409,-1344.053695
2000,83.4411412447043,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00611978319904,0.047014118901564,0.003417702127822,28.5001958188108,0.424518072783514,0.454984084046746,0.760367505460325,5.46106234189681E-05,0.4,4,0.152857871712922,13.2187412719575,0.309338796650263,2.50076346460411,0.546235784270406,0.265334749285407,59.720246123491,15.8149947104186,0.025610755556161,36.5095578520472,76.2034909803023,185.28683756358,0.081084137834413,45.5160987024568,0.37181924564541,0.371819245645409,-1345.13406
2000,275.476431091103,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003530428199987,0.010480734646159,0.003467596099936,33.1612116631888,0.686537807881244,0.598383271120487,0.488940356524299,3.15325607827911E-05,0.4,4,0.457302426721699,0.939682689469823,0.044854750399131,9.86573535602357,0.003370944868347,0.061345249478105,1.70792129398366E-06,0.019527642722879,5.28117821506923,0.859226636341233,0.010888177518897,20.5615458411323,74.7600171472422,4619.60421129097,0.37181924564541,0.371819245645409,-1350.798495
