"","x"
"1",6039.467
"2",6019.322
"3",5999.244
"4",5979.233
"5",5959.289
"6",5939.411
"7",5919.6
"8",5899.855
"9",5880.175
"10",5860.561
"11",5841.013
"12",5821.53
"13",5802.112
"14",5782.758
"15",5803.4
"16",5789.621
"17",5786.232
"18",5793.618
"19",5784.506
"20",5742.747
"21",5669.034
"22",5562.679
"23",5405.44
"24",5196.074
"25",4941.284
"26",4648.401
"27",4332.867
"28",4008.132
"29",3678.845
"30",3349.561
"31",3029.998
"32",2738.28
"33",2474.417
"34",2236.524
"35",2023.161
"36",1838.281
"37",1680.348
"38",1545.921
"39",1431.99
"40",1342.153
"41",1279.624
"42",1242.066
"43",1228.367
"44",1225.706
"45",1221.682
"46",1217.607
"47",1213.546
"48",1209.498
"49",1205.464
"50",1201.443
"51",1197.435
"52",1193.441
"53",1189.46
"54",1185.493
"55",1181.538
"56",1177.597
"57",1173.669
"58",1169.754
"59",1165.853
"60",1161.964
"61",1158.088
"62",1154.225
"63",1150.375
"64",1146.538
"65",1142.714
"66",1138.902
"67",1135.11
"68",1132.416
"69",1124.501
"70",1102.708
"71",1068.626
"72",1023.649
"73",969.4078
"74",907.9053
"75",842.799
"76",776.0337
"77",708.8074
"78",642.215
"79",577.7761
"80",516.6287
"81",459.1255
"82",405.5179
"83",355.8461
"84",309.9121
"85",267.8468
"86",229.7145
"87",195.803
"88",168.9309
"89",148.5295
"90",133.2064
"91",121.9527
"92",113.7782
"93",107.965
"94",104.2415
"95",102.4489
"96",102.0876
"97",101.7686
"98",101.4291
"99",101.0908
"100",100.7536
"101",100.4176
"102",100.0826
"103",99.74877
"104",99.41605
"105",99.08444
"106",98.75393
"107",98.42453
"108",98.09623
"109",97.76902
"110",97.4429
"111",97.11788
"112",96.79393
"113",96.47107
"114",96.14928
"115",95.82857
"116",95.50892
"117",95.19035
"118",94.87283
"119",94.55638
"120",94.25987
"121",93.61318
"122",91.46424
"123",87.75593
"124",82.70006
"125",76.57517
"126",69.75317
"127",63.16427
"128",57.05123
"129",51.39798
"130",46.18657
"131",41.40085
"132",37.02214
"133",33.02727
"134",29.3929
"135",26.1003
"136",23.13723
"137",20.4767
"138",18.09217
"139",15.97189
"140",14.21844
"141",12.80412
"142",11.66635
"143",10.75694
"144",10.03344
"145",9.46338
"146",9.026942
"147",8.709533
"148",8.53022
"149",8.499206
"150",8.470856
"151",8.442601
"152",8.41444
"153",8.386373
"154",8.3584
"155",8.33052
"156",8.302733
"157",8.275038
"158",8.247436
"159",8.219926
"160",8.192508
"161",8.165181
"162",8.137946
"163",8.110801
"164",8.083747
"165",8.056783
"166",8.029909
"167",8.003124
"168",7.976429
"169",7.950222
"170",7.926275
"171",7.898969
"172",7.836457
"173",7.733708
"174",7.57876
"175",7.334483
"176",7.007317
"177",6.610184
"178",6.15882
"179",5.678952
"180",5.18605
"181",4.690882
"182",4.203152
"183",3.730417
"184",3.279202
"185",2.855495
"186",2.463681
"187",2.11221
"188",1.814555
"189",1.563342
"190",1.350991
"191",1.171816
"192",1.026161
"193",0.9090008
"194",0.8145675
"195",0.7384247
"196",0.680938
"197",0.6424309
"198",0.6203796
"199",0.6134404
"200",0.6115794
"201",0.6095769
"202",0.6075436
"203",0.6055171
"204",0.6034974
"205",0.6014844
"206",0.5994781
"207",0.5974785
"208",0.5954855
"209",0.5934992
"210",0.5915196
"211",0.5895465
"212",0.58758
"213",0.5856201
"214",0.5836667
"215",0.5817199
"216",0.5797795
"217",0.5778456
"218",0.5759182
"219",0.5739971
"220",0.5720825
"221",0.5701743
"222",0.5682724
"223",0.5663769
"224",0.5646214
"225",0.560622
"226",0.5488938
"227",0.5316187
"228",0.5096144
"229",0.4836487
"230",0.4546775
"231",0.4246445
"232",0.3944362
"233",0.3645163
"234",0.3353281
"235",0.3064806
"236",0.2780748
"237",0.2512574
"238",0.2272148
"239",0.2074758
"240",0.1929878
"241",0.1831655
"242",0.1774872
"243",0.1754515
"244",0.1760915
"245",0.1784116
"246",0.181581
"247",0.1848887
"248",0.1881235
"249",0.1912908
"250",0.1941649
"251",0.1966298
"252",0.1986324
"253",0.1994472
"254",0.1987819
"255",0.1981189
"256",0.197458
"257",0.1967994
"258",0.196143
"259",0.1954887
"260",0.1948366
"261",0.1941868
"262",0.193539
"263",0.1928935
"264",0.1922501
"265",0.1916088
"266",0.1909697
"267",0.1903327
"268",0.1896978
"269",0.189065
"270",0.1884344
"271",0.1878059
"272",0.1871794
"273",0.1865551
"274",0.1859328
"275",0.1853126
"276",0.1846945
"277",0.1848822
"278",0.185596
"279",0.1866914
"280",0.189012
"281",0.1931392
"282",0.1992646
"283",0.206229
"284",0.2134231
"285",0.2209009
"286",0.2289539
"287",0.2367573
"288",0.2435479
"289",0.2500321
"290",0.2568427
"291",0.26465
"292",0.2744715
"293",0.2869151
"294",0.3025509
"295",0.321481
"296",0.3379734
"297",0.3500856
"298",0.3582931
"299",0.3633362
"300",0.366956
"301",0.3703949
"302",0.3736717
"303",0.3767564
"304",0.3796254
"305",0.3824867
"306",0.3839434
"307",0.3829749
"308",0.3816974
"309",0.3804243
"310",0.3791553
"311",0.3778906
"312",0.3766301
"313",0.3753739
"314",0.3741218
"315",0.3728739
"316",0.3716301
"317",0.3703905
"318",0.369155
"319",0.3679237
"320",0.3666965
"321",0.3654733
"322",0.3642542
"323",0.3630393
"324",0.3618283
"325",0.3606214
"326",0.3594185
"327",0.3582196
"328",0.3570248
"329",0.3558339
"330",0.3552117
"331",0.3563851
"332",0.3575078
"333",0.3616942
"334",0.3707699
"335",0.3810647
"336",0.3902087
"337",0.3978727
"338",0.4041759
"339",0.4084809
"340",0.4104934
"341",0.4112314
"342",0.4116451
"343",0.4125547
"344",0.4146704
"345",0.4186622
"346",0.4251824
"347",0.4345466
"348",0.4433518
"349",0.4505312
"350",0.4563041
"351",0.4607637
"352",0.4632404
"353",0.4639041
"354",0.4645593
"355",0.4662185
"356",0.4648674
"357",0.4633168
"358",0.4617714
"359",0.4602311
"360",0.458696
"361",0.457166
"362",0.4556411
"363",0.4541212
"364",0.4526065
"365",0.4510968
"366",0.4495921
"367",0.4480925
"368",0.4465978
"369",0.4451081
"370",0.4436234
"371",0.4421437
"372",0.4406689
"373",0.439199
"374",0.437734
"375",0.4362739
"376",0.4348187
"377",0.4333683
"378",0.4319228
"379",0.4304821
"380",0.4306194
"381",0.4302667
"382",0.4282127
"383",0.4258931
"384",0.4234811
"385",0.4210398
"386",0.4185567
"387",0.4160996
"388",0.4137057
"389",0.4114187
"390",0.4094225
"391",0.4071215
"392",0.4040846
"393",0.4011354
"394",0.3991178
"395",0.3987432
"396",0.4004753
"397",0.4049707
"398",0.4129234
"399",0.424575
"400",0.4349928
"401",0.4426795
"402",0.4479736
"403",0.4511796
"404",0.4532188
"405",0.4548271
"406",0.4560861
"407",0.4572032
"408",0.4587663
"409",0.459731
"410",0.4581975
"411",0.4566692
"412",0.4551459
"413",0.4536277
"414",0.4521146
"415",0.4506066
"416",0.4491035
"417",0.4476055
"418",0.4461125
"419",0.4446244
"420",0.4431414
"421",0.4416632
"422",0.44019
"423",0.4387217
"424",0.4372583
"425",0.4357998
"426",0.4343462
"427",0.4328974
"428",0.4314534
"429",0.4300143
"430",0.4286239
"431",0.428938
"432",0.4299679
"433",0.4292817
"434",0.427713
"435",0.4259093
"436",0.4242307
"437",0.4228491
"438",0.4217532
"439",0.4204287
"440",0.4186348
"441",0.4164843
"442",0.4142473
"443",0.4122031
"444",0.4107301
"445",0.4104596
"446",0.4121417
"447",0.4157517
"448",0.4192782
"449",0.4231432
"450",0.427873
"451",0.4337678
"452",0.4411096
"453",0.4499487
"454",0.4601794
"455",0.4716356
"456",0.4813736
"457",0.4870049
"458",0.4896714
"459",0.490878
"460",0.4924879
"461",0.4937069
"462",0.4920645
"463",0.4904231
"464",0.4887873
"465",0.4871569
"466",0.485532
"467",0.4839124
"468",0.4822983
"469",0.4806896
"470",0.4790862
"471",0.4774881
"472",0.4758954
"473",0.4743081
"474",0.472726
"475",0.4711492
"476",0.4695776
"477",0.4680113
"478",0.4664502
"479",0.4648943
"480",0.4633436
"481",0.4617981
"482",0.4604067
"483",0.4614156
"484",0.4607469
"485",0.4592385
"486",0.4586238
"487",0.4585702
"488",0.4586454
"489",0.4586182
"490",0.4583405
"491",0.4576916
"492",0.4567767
"493",0.4559337
"494",0.4556951
"495",0.4550043
"496",0.4529915
"497",0.4506854
"498",0.4488685
"499",0.4486464
"500",0.4526
"501",0.4619033
"502",0.4776096
"503",0.5000981
"504",0.5200177
"505",0.5348178
"506",0.5453521
"507",0.5522446
"508",0.5574811
"509",0.5626258
"510",0.5674569
"511",0.5717726
"512",0.5753279
"513",0.5779372
"514",0.5804301
"515",0.5838052
"516",0.5844025
"517",0.5824535
"518",0.5805107
"519",0.5785743
"520",0.5766445
"521",0.574721
"522",0.572804
"523",0.5708934
"524",0.5689891
"525",0.5670912
"526",0.5651996
"527",0.5633143
"528",0.5614354
"529",0.5595626
"530",0.5576962
"531",0.5558359
"532",0.5539819
"533",0.5522435
"534",0.5518494
"535",0.552915
"536",0.555435
"537",0.5574702
"538",0.5580805
"539",0.5576
"540",0.5591094
"541",0.5648085
"542",0.5749513
"543",0.5827568
"544",0.5860524
"545",0.5857825
"546",0.5829911
"547",0.5795164
"548",0.5771687
"549",0.5766574
"550",0.5787358
"551",0.5837309
"552",0.5907283
"553",0.6006716
"554",0.6148457
"555",0.6335939
"556",0.6470867
"557",0.6538836
"558",0.6559865
"559",0.65505
"560",0.6537707
"561",0.6539374
"562",0.6554711
"563",0.6581357
"564",0.6606531
"565",0.6619399
"566",0.6635336
"567",0.6613205
"568",0.6591146
"569",0.656916
"570",0.6547248
"571",0.652541
"572",0.6503644
"573",0.648195
"574",0.6460329
"575",0.643878
"576",0.6417303
"577",0.6395898
"578",0.6374564
"579",0.6353301
"580",0.6332109
"581",0.6310988
"582",0.6289937
"583",0.6268956
"584",0.6248046
"585",0.6227205
"586",0.6206433
"587",0.6197832
"588",0.6214269
"589",0.6227772
"590",0.6217417
"591",0.6188933
"592",0.6172381
"593",0.618865
"594",0.6242074
"595",0.6290985
"596",0.6317246
"597",0.632476
"598",0.6322411
"599",0.6311219
"600",0.6294657
"601",0.6288808
"602",0.6309194
"603",0.6362544
"604",0.6436147
"605",0.6537859
"606",0.66756
"607",0.6849668
"608",0.7006012
"609",0.7128079
"610",0.7217994
"611",0.7277883
"612",0.7315635
"613",0.7339275
"614",0.735428
"615",0.7369561
"616",0.739456
"617",0.7429504
"618",0.7470507
"619",0.7487542
"620",0.7477066
"621",0.7452126
"622",0.7427269
"623",0.7402494
"624",0.7377803
"625",0.7353194
"626",0.7328666
"627",0.7304221
"628",0.7279857
"629",0.7255575
"630",0.7231373
"631",0.7207252
"632",0.7183212
"633",0.7159252
"634",0.7135372
"635",0.7111571
"636",0.708785
"637",0.7064208
"638",0.7040645
"639",0.701716
"640",0.7008829
"641",0.7032059
"642",0.7035857
"643",0.7019769
"644",0.7031157
"645",0.7102792
"646",0.7240358
"647",0.7383275
"648",0.7502023
"649",0.7598085
"650",0.7682282
"651",0.7731077
"652",0.7733542
"653",0.7722874
"654",0.7724401
"655",0.7765201
"656",0.7889949
"657",0.8120743
"658",0.8479312
"659",0.8971024
"660",0.9388744
"661",0.9685023
"662",0.9881351
"663",0.9993814
"664",1.004675
"665",1.006688
"666",1.008303
"667",1.012751
"668",1.011892
"669",1.008696
"670",1.005331
"671",1.001978
"672",0.9986359
"673",0.9953049
"674",0.9919849
"675",0.9886761
"676",0.9853783
"677",0.9820915
"678",0.9788156
"679",0.9755507
"680",0.9722967
"681",0.9690535
"682",0.9658212
"683",0.9625996
"684",0.9593888
"685",0.9561887
"686",0.9529992
"687",0.9498204
"688",0.9466522
"689",0.9434946
"690",0.9403475
"691",0.9372109
"692",0.9366002
"693",0.9385036
"694",0.9374513
"695",0.9359959
"696",0.9339851
"697",0.9312965
"698",0.9278476
"699",0.9243364
"700",0.9213206
"701",0.9187619
"702",0.9164801
"703",0.9130499
"704",0.9073375
"705",0.9001585
"706",0.8925968
"707",0.885316
"708",0.8779166
"709",0.8715371
"710",0.8673616
"711",0.8659304
"712",0.862946
"713",0.8579309
"714",0.8518628
"715",0.8453179
"716",0.8389241
"717",0.8330815
"718",0.8278596
"719",0.8234448
"720",0.8204745
"721",0.8212642
"722",0.8216627
"723",0.818922
"724",0.8161904
"725",0.8134679
"726",0.8107546
"727",0.8080502
"728",0.8053549
"729",0.8026686
"730",0.7999912
"731",0.7973228
"732",0.7946632
"733",0.7920126
"734",0.7893708
"735",0.7867378
"736",0.7841135
"737",0.7814981
"738",0.7788913
"739",0.7762933
"740",0.7737039
"741",0.7711231
"742",0.768551
"743",0.7659874
"744",0.7642808
"745",0.764057
"746",0.7582892
"747",0.7503481
"748",0.7413707
"749",0.732007
"750",0.7224859
"751",0.711978
"752",0.7000709
"753",0.6870112
"754",0.6732806
"755",0.659178
"756",0.6450748
"757",0.631782
"758",0.6201167
"759",0.6102947
"760",0.601176
"761",0.5931311
"762",0.5865133
"763",0.5814512
"764",0.577908
"765",0.5757455
"766",0.5747662
"767",0.5747452
"768",0.5744466
"769",0.5730234
"770",0.5711025
"771",0.5695201
"772",0.5694913
"773",0.5708805
"774",0.569072
"775",0.5671738
"776",0.565282
"777",0.5633964
"778",0.5615172
"779",0.5596442
"780",0.5577774
"781",0.5559169
"782",0.5540626
"783",0.5522145
"784",0.5503726
"785",0.5485367
"786",0.5467071
"787",0.5448835
"788",0.543066
"789",0.5412545
"790",0.5394491
"791",0.5376498
"792",0.5358564
"793",0.534069
"794",0.5322876
"795",0.5305121
"796",0.5302591
"797",0.5293273
"798",0.5252932
"799",0.5203363
"800",0.5146702
"801",0.5083924
"802",0.5015606
"803",0.4943456
"804",0.4869356
"805",0.4794622
"806",0.4721321
"807",0.4651522
"808",0.4588849
"809",0.4540789
"810",0.4517114
"811",0.4512742
"812",0.4488923
"813",0.4455299
"814",0.4420365
"815",0.4388432
"816",0.4373645
"817",0.4380603
"818",0.4407728
"819",0.4453079
"820",0.4499037
"821",0.4528801
"822",0.4544748
"823",0.4551041
"824",0.4553309
"825",0.4559964
"826",0.4579717
"827",0.4575457
"828",0.4560195
"829",0.4544984
"830",0.4529824
"831",0.4514715
"832",0.4499655
"833",0.4484646
"834",0.4469688
"835",0.4454779
"836",0.4439919
"837",0.442511
"838",0.4410349
"839",0.4395638
"840",0.4380976
"841",0.4366363
"842",0.4351799
"843",0.4337283
"844",0.4322816
"845",0.4308397
"846",0.4307508
"847",0.4317128
"848",0.4308953
"849",0.4294435
"850",0.4282855
"851",0.4276604
"852",0.4275288
"853",0.4277507
