"","x"
"1",63.58377
"2",63.37168
"3",63.1603
"4",62.94962
"5",62.73965
"6",62.53037
"7",62.3218
"8",62.11392
"9",61.90673
"10",61.70024
"11",61.49443
"12",61.28931
"13",61.08488
"14",60.88113
"15",60.67805
"16",60.47642
"17",60.27471
"18",60.06637
"19",59.53196
"20",58.51412
"21",57.04076
"22",55.12148
"23",52.50279
"24",49.20779
"25",45.39058
"26",41.21624
"27",36.95864
"28",32.82809
"29",28.88628
"30",25.18188
"31",21.81093
"32",18.93104
"33",16.47875
"34",14.38555
"35",12.59973
"36",11.12283
"37",9.91201
"38",8.917344
"39",8.099734
"40",7.471591
"41",7.04199
"42",6.784077
"43",6.683589
"44",6.663316
"45",6.641314
"46",6.619162
"47",6.597083
"48",6.575078
"49",6.553146
"50",6.531288
"51",6.509502
"52",6.487789
"53",6.466148
"54",6.44458
"55",6.423084
"56",6.401659
"57",6.380306
"58",6.359024
"59",6.337813
"60",6.316672
"61",6.295603
"62",6.274603
"63",6.253674
"64",6.232814
"65",6.212024
"66",6.191303
"67",6.170714
"68",6.154655
"69",6.100323
"70",5.959507
"71",5.743018
"72",5.460929
"73",5.124773
"74",4.74826
"75",4.354972
"76",3.957446
"77",3.563345
"78",3.179429
"79",2.814606
"80",2.475072
"81",2.162201
"82",1.876674
"83",1.617926
"84",1.384106
"85",1.175164
"86",0.990631
"87",0.8311387
"88",0.7098112
"89",0.6216829
"90",0.5583409
"91",0.5139526
"92",0.4833375
"93",0.4628607
"94",0.4508846
"95",0.4462436
"96",0.4464159
"97",0.4454986
"98",0.4440127
"99",0.4425316
"100",0.4410555
"101",0.4395844
"102",0.4381181
"103",0.4366567
"104",0.4352002
"105",0.4337486
"106",0.4323018
"107",0.4308598
"108",0.4294226
"109",0.4279903
"110",0.4265627
"111",0.4251398
"112",0.4237217
"113",0.4223084
"114",0.4208997
"115",0.4194958
"116",0.4180965
"117",0.4167019
"118",0.415312
"119",0.4139267
"120",0.4132276
"121",0.4133451
"122",0.4091267
"123",0.4000285
"124",0.3864882
"125",0.3692979
"126",0.349666
"127",0.3308272
"128",0.3137552
"129",0.298463
"130",0.2849018
"131",0.2729844
"132",0.2625826
"133",0.25353
"134",0.2456437
"135",0.2387437
"136",0.232671
"137",0.2272521
"138",0.2223287
"139",0.2177795
"140",0.2137364
"141",0.2103762
"142",0.2077823
"143",0.2059999
"144",0.2050384
"145",0.2048795
"146",0.2054932
"147",0.2068201
"148",0.2088011
"149",0.2097216
"150",0.2090221
"151",0.2083249
"152",0.20763
"153",0.2069374
"154",0.2062472
"155",0.2055592
"156",0.2048736
"157",0.2041902
"158",0.2035091
"159",0.2028303
"160",0.2021537
"161",0.2014794
"162",0.2008074
"163",0.2001376
"164",0.19947
"165",0.1988047
"166",0.1981415
"167",0.1974806
"168",0.1968219
"169",0.1964817
"170",0.1979125
"171",0.2002866
"172",0.2028067
"173",0.2053033
"174",0.2077513
"175",0.2102464
"176",0.2133296
"177",0.2181636
"178",0.2264242
"179",0.2397584
"180",0.2597416
"181",0.2876836
"182",0.3245207
"183",0.3710428
"184",0.4280524
"185",0.4966004
"186",0.5784315
"187",0.6737992
"188",0.7794698
"189",0.8996312
"190",1.038441
"191",1.198423
"192",1.372619
"193",1.559772
"194",1.759751
"195",1.970803
"196",2.174571
"197",2.351747
"198",2.494286
"199",2.589629
"200",2.609308
"201",2.607288
"202",2.598591
"203",2.589923
"204",2.581284
"205",2.572674
"206",2.564093
"207",2.55554
"208",2.547016
"209",2.53852
"210",2.530053
"211",2.521613
"212",2.513202
"213",2.504819
"214",2.496464
"215",2.488137
"216",2.479838
"217",2.471566
"218",2.463322
"219",2.455105
"220",2.446916
"221",2.438754
"222",2.43062
"223",2.422512
"224",2.450589
"225",2.58974
"226",2.810595
"227",3.08594
"228",3.404569
"229",3.75578
"230",4.127724
"231",4.498169
"232",4.861339
"233",5.218801
"234",5.57378
"235",5.945063
"236",6.346627
"237",6.776422
"238",7.233215
"239",7.691658
"240",8.100355
"241",8.489537
"242",8.879725
"243",9.27898
"244",9.674876
"245",10.06687
"246",10.45501
"247",10.83546
"248",11.2151
"249",11.59761
"250",11.97344
"251",12.33415
"252",12.65547
"253",12.80011
"254",12.75741
"255",12.71486
"256",12.67245
"257",12.63018
"258",12.58805
"259",12.54606
"260",12.50421
"261",12.46251
"262",12.42094
"263",12.3795
"264",12.33821
"265",12.29706
"266",12.25604
"267",12.21516
"268",12.17441
"269",12.1338
"270",12.09333
"271",12.05299
"272",12.01279
"273",11.97272
"274",11.93278
"275",11.89298
"276",11.85331
"277",11.95183
"278",12.26737
"279",12.67163
"280",13.14304
"281",13.64955
"282",14.14804
"283",14.57322
"284",14.90262
"285",15.13217
"286",15.26356
"287",15.29434
"288",15.24723
"289",15.15658
"290",15.04712
"291",14.93667
"292",14.83646
"293",14.75179
"294",14.68616
"295",14.64004
"296",14.60834
"297",14.61107
"298",14.65958
"299",14.75485
"300",14.89221
"301",15.06304
"302",15.25928
"303",15.47439
"304",15.70097
"305",15.92947
"306",16.06652
"307",16.0382
"308",15.9847
"309",15.93138
"310",15.87824
"311",15.82528
"312",15.77249
"313",15.71988
"314",15.66745
"315",15.61519
"316",15.5631
"317",15.51119
"318",15.45945
"319",15.40788
"320",15.35649
"321",15.30527
"322",15.25422
"323",15.20333
"324",15.15262
"325",15.10208
"326",15.05171
"327",15.0015
"328",14.95146
"329",14.90159
"330",14.90812
"331",15.15753
"332",15.47358
"333",15.83426
"334",16.19298
"335",16.46035
"336",16.61074
"337",16.64323
"338",16.56259
"339",16.37897
"340",16.11843
"341",15.8088
"342",15.47262
"343",15.12791
"344",14.78897
"345",14.46676
"346",14.16938
"347",13.9028
"348",13.67864
"349",13.51178
"350",13.40713
"351",13.36316
"352",13.37655
"353",13.44561
"354",13.56478
"355",13.68916
"356",13.65497
"357",13.60943
"358",13.56403
"359",13.51879
"360",13.4737
"361",13.42875
"362",13.38396
"363",13.33932
"364",13.29482
"365",13.25048
"366",13.20628
"367",13.16223
"368",13.11832
"369",13.07457
"370",13.03096
"371",12.98749
"372",12.94417
