"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",131.4509
"16",149.9021
"17",148.4965
"18",148.0706
"19",299.5754
"20",981.9874
"21",2282.312
"22",4244.867
"23",7325.498
"24",12013.66
"25",18441.21
"26",26701.11
"27",36176.94
"28",46095.56
"29",56648.77
"30",67719.16
"31",77944.96
"32",83777.81
"33",87823.75
"34",90604.27
"35",92119.5
"36",90477.14
"37",87288.3
"38",83521.74
"39",79386.1
"40",72894.86
"41",64522.8
"42",56705.91
"43",49503.47
"44",43518.73
"45",28574.99
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",12837.02
"68",32638.23
"69",33731.16
"70",34985.78
"71",36374.34
"72",38005.06
"73",39896.69
"74",42003.65
"75",43796.72
"76",45547.13
"77",47401.52
"78",49340.39
"79",51038.61
"80",52432.5
"81",53790.33
"82",55100.16
"83",56468.66
"84",58147.24
"85",59818.01
"86",61438.63
"87",62360.48
"88",56349.27
"89",48857.32
"90",42244.96
"91",36447.03
"92",31799.21
"93",28085.85
"94",24777.38
"95",21834.43
"96",19381.89
"97",17662.09
"98",3293.396
"99",0
"100",0
"101",0
"102",0
"103",0
"104",0
"105",0
"106",0
"107",0
"108",0
"109",0
"110",0
"111",0
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",12960.42
"121",14386.18
"122",15119
"123",16028.67
"124",17028.82
"125",18115.2
"126",19193.77
"127",19234.63
"128",18923.8
"129",18612.46
"130",18300.7
"131",17980.82
"132",17653.28
"133",17326.38
"134",17000.4
"135",16659.69
"136",16272.62
"137",15885.58
"138",15503.37
"139",15058.56
"140",13896.99
"141",12604.3
"142",11427.09
"143",10356.15
"144",9409.275
"145",8571.751
"146",7807.003
"147",7108.981
"148",6366.778
"149",5296.593
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0
"160",0
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
