2000,4.607580560766614,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004754744498174237,0.0004334737228068046,23.810532485274358,1660,0.7785642005127889,0.994672472709734,0.8252199628919599,0.000029903696010474242,0.4,4,2.0547133923673413,17.064604815122102,0.333333333333333,10392.238386058676,315.1832995489307,5.633332201534479,255.9794411390817,17.37251725416437,166.58067429177174,1.9091451231119085,8.362849932423828,399.88609914325053,116769.75883836318,8083.7581671139205,0.00019303031158840437,0.9980678528551171,-8553.25

