p,omega,delta,mu_e,mu_ql,mu_el,mu_qn,mu_en,mu_qa,mu_ea,mu_h,beta_nh,beta_hl,beta_hn,lambda_l,lambda_n,lambda_a,alpha,f_l,f_n,f_a,kappa,c,Tf,obsprob,T_min_l,gamma,E0,QL0,EL_s0,EL_i0,QN_s0,QN_i0,EN_s0,EN_i0,QA_s0,QA_i0,EA0,H_s0,H_i0,LogLik
2000,4.26365084571595,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004612807818462001,0.00042826288939,35.08070471853159,1660,0.807321460457704,0.993536793437121,0.930430841068528,0.00002441403527914911,0.4,4,0.956566728128129,17.155203654920005,0.333333333333333,14116.9466639103,247.476729182777,6.47224790917784,313.765722761664,19.4530179967835,178.631680949393,2.07011495754983,13.5237752497418,386.173335635946,122587.629243482,7521.07440861352,0.00012032027216199995,0.99844827322842,-1294.52679118048,-8599.934295,-8615.489419
